Kills,Damage,Boosts,Heals,Distance,Weapons,Revives,Headshots,is_pro
4,387,1,1,1650,5,0,0,1
3,300,0,0,1296,6,1,2,1
1,40,3,4,2318,5,1,0,0
1,239,4,7,781,4,0,0,0
0,37,0,0,439,3,0,0,0
2,190,0,0,93,2,0,1,1
1,161,2,0,2461,4,0,1,0
0,223,0,0,302,3,0,0,0
0,0,0,0,736,4,0,0,0
1,100,2,0,2617,7,0,1,0
1,96,1,0,2722,5,0,0,0
6,681,9,12,3332,11,0,1,1
2,198,4,1,1934,5,0,0,1
0,0,0,0,885,4,0,0,0
3,384,5,3,2480,8,0,2,1
0,0,0,0,95,0,0,0,0
1,100,0,0,56,2,0,0,0
0,83,0,0,279,5,0,0,0
0,0,0,0,49,0,0,0,0
0,33,0,0,175,5,0,0,0
0,0,0,0,0,0,0,0,0
0,83,0,0,426,4,0,0,0
0,0,0,1,621,4,0,0,0
2,393,0,0,1260,5,3,1,1
0,79,2,2,2403,5,0,0,0
0,90,0,0,6,1,0,0,0
0,93,0,0,40,1,0,0,0
0,0,1,1,754,4,1,0,0
0,0,2,2,3011,5,0,0,0
0,0,0,0,479,2,0,0,0
5,334,2,2,3392,4,1,1,1
0,31,0,0,1051,5,0,0,0
3,346,2,1,2292,4,0,0,1
0,0,0,0,224,0,0,0,0
0,0,0,0,0,0,0,0,0
1,75,0,0,1286,2,0,1,0
0,89,0,1,334,3,1,0,0
2,207,1,1,1536,3,1,0,1
1,371,4,2,1971,3,0,0,1
0,34,4,9,1229,3,0,0,0
4,339,2,1,1548,3,0,1,1
0,0,0,0,4,0,0,0,0
0,190,2,3,2369,5,0,0,0
0,44,0,0,188,2,0,0,0
1,54,1,1,3514,4,0,0,0
1,255,2,4,2204,7,0,0,0
0,456,3,3,2978,2,2,0,1
0,87,0,0,908,6,0,0,0
7,738,4,2,2417,4,0,4,1
1,131,1,0,340,2,0,0,0
0,34,1,0,259,6,0,0,0
0,98,0,0,280,2,0,0,0
0,100,1,0,130,1,0,0,0
0,0,0,0,40,1,0,0,0
0,0,0,0,792,2,0,0,0
1,100,1,0,280,4,0,1,0
0,0,3,3,3042,8,0,0,0
2,82,2,4,2069,5,0,0,1
3,300,0,0,83,0,0,2,1
0,138,0,0,163,1,0,0,0
0,0,0,0,515,2,0,0,0
2,402,7,5,2972,5,0,0,1
7,869,2,0,2844,3,0,1,1
0,0,0,0,930,7,0,0,0
0,27,0,0,138,1,0,0,0
0,22,4,6,5953,4,0,0,0
0,0,0,0,33,1,0,0,0
1,130,0,0,416,4,0,0,0
0,0,1,0,2021,4,0,0,0
1,0,0,0,2437,5,0,0,0
0,49,0,0,319,2,0,0,0
0,0,1,5,1962,4,0,0,0
2,330,0,0,578,3,1,2,1
0,122,0,0,506,3,0,0,0
0,30,2,0,2975,5,0,0,0
3,127,2,4,1971,6,0,0,1
2,196,0,0,1302,3,0,0,1
0,56,2,1,993,4,0,0,0
0,0,0,0,0,0,0,0,0
0,57,1,0,197,3,0,0,0
1,139,0,0,539,5,0,0,0
0,28,0,1,3573,5,0,0,0
8,819,5,3,3375,6,1,4,1
1,202,1,1,4311,5,0,0,0
1,75,0,0,162,2,0,0,0
3,456,4,3,1930,2,0,0,1
0,100,2,3,2715,3,0,0,0
0,0,0,0,1791,2,0,0,0
0,0,0,0,45,1,0,0,0
0,0,0,0,57,1,0,0,0
0,0,0,1,1440,3,0,0,0
1,100,1,5,2415,6,1,1,0
0,25,1,1,421,3,0,0,0
3,419,7,10,3537,6,0,0,1
0,0,0,0,425,4,1,0,0
3,282,2,4,2612,4,0,1,1
0,0,0,0,6,1,0,0,0
3,490,5,4,3465,6,0,0,1
1,11,0,0,88,1,0,0,0
1,100,2,0,127,2,0,0,0
0,98,0,0,351,1,0,0,0
0,5,0,0,424,2,0,0,0
0,130,0,0,342,3,0,0,0
1,148,0,1,146,5,0,0,0
0,0,0,0,7,1,0,0,0
0,65,2,0,2021,4,0,0,0
1,100,0,1,703,5,0,0,0
3,277,1,1,614,2,0,2,1
0,0,0,0,648,3,0,0,0
3,298,3,2,2274,5,1,0,1
0,0,1,5,2174,5,0,0,0
2,220,0,0,81,2,1,0,1
1,100,0,1,298,3,0,1,0
1,128,0,0,25,2,0,0,0
3,302,6,3,3897,7,0,3,1
0,186,0,0,88,2,1,0,0
0,130,0,0,474,1,0,0,0
0,0,0,0,914,5,0,0,0
2,278,4,8,2735,4,1,1,1
1,57,3,1,1129,10,0,0,0
0,44,2,0,3527,9,0,0,0
1,149,0,1,478,2,0,0,0
2,210,0,0,359,1,0,0,1
0,57,0,0,130,1,0,0,0
1,127,0,0,131,3,0,0,0
0,100,0,0,253,2,0,0,0
1,158,6,4,1027,3,0,0,0
2,247,1,1,760,5,0,0,1
2,200,2,5,445,3,0,1,1
1,100,0,0,151,2,0,0,0
0,90,3,4,1952,4,1,0,0
4,119,1,1,2585,7,1,2,1
0,0,0,0,12,1,0,0,0
3,441,0,1,524,3,0,2,1
0,0,0,0,10,1,0,0,0
0,0,0,0,28,2,0,0,0
1,164,0,0,181,2,0,0,0
0,0,0,0,0,0,0,0,0
5,527,3,4,2118,7,0,4,1
1,75,0,1,1894,3,0,1,0
0,115,2,4,1764,2,0,0,0
2,303,0,0,238,2,0,0,1
0,75,1,0,375,3,0,0,0
3,368,2,3,634,6,0,1,1
0,93,0,3,425,1,0,0,0
0,25,0,0,1305,5,0,0,0
1,90,0,0,3111,6,0,1,0
2,186,5,1,1019,6,0,0,1
1,100,0,0,428,5,0,0,0
1,123,0,0,238,3,0,0,0
1,242,0,1,237,3,1,1,0
0,0,0,0,87,0,0,0,0
0,0,0,0,1530,9,0,0,0
0,106,0,0,678,3,0,0,0
1,100,0,0,182,3,0,1,0
0,0,0,0,17,0,0,0,0
5,492,2,4,1884,4,0,1,1
2,200,0,0,74,3,0,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,93,2,0,0,0
0,0,6,12,4834,5,1,0,0
0,0,1,0,1659,5,0,0,0
0,0,0,0,29,0,0,0,0
4,614,3,1,3736,2,1,0,1
0,26,0,0,200,1,0,0,0
4,406,2,1,1905,6,0,0,1
4,370,7,7,3499,5,1,0,1
0,99,1,6,3236,4,0,0,0
1,254,0,0,309,3,0,1,0
0,23,0,1,988,2,2,0,0
0,0,0,0,2073,7,0,0,0
2,200,0,0,40,1,0,1,1
0,0,0,0,480,4,0,0,0
2,115,2,3,2730,7,1,0,1
0,0,4,3,2486,7,0,0,0
1,87,2,6,2181,15,0,0,0
0,0,0,0,357,2,0,0,0
5,409,2,7,2726,4,0,2,1
6,811,9,18,3217,10,3,3,1
1,100,0,0,502,3,0,0,0
0,0,2,3,4712,7,0,0,0
0,26,0,0,150,4,0,0,0
0,0,0,0,91,2,0,0,0
0,0,0,0,130,2,0,0,0
3,313,1,1,1454,4,0,1,1
0,41,0,0,63,3,0,0,0
0,121,2,1,829,6,1,0,0
1,100,1,1,59,2,0,0,0
0,19,0,0,306,1,0,0,0
3,293,2,5,3308,3,1,1,1
1,181,0,0,17,2,0,0,0
1,71,0,0,538,5,0,0,0
0,0,0,0,0,0,0,0,0
5,433,3,1,3210,6,1,1,1
0,0,2,0,2514,9,0,0,0
0,0,0,0,18,1,0,0,0
3,362,5,3,3966,4,0,2,1
0,0,0,0,27,1,0,0,0
0,0,1,0,1703,7,0,0,0
1,100,0,5,1080,5,0,0,0
2,107,0,0,1323,4,0,0,1
3,391,2,1,2003,3,1,0,1
2,190,0,0,782,2,1,1,1
4,336,6,3,2145,5,0,0,1
0,0,0,0,75,1,0,0,0
0,0,0,0,748,4,0,0,0
1,180,0,0,2435,7,0,0,0
0,22,0,0,192,3,0,0,0
1,126,0,0,65,2,0,1,0
1,99,1,8,1384,4,2,0,0
0,80,1,2,1011,3,0,0,0
4,343,3,0,2741,6,1,1,1
0,67,0,0,34,0,0,0,0
0,23,0,0,198,3,0,0,0
0,0,0,0,18,1,0,0,0
0,53,0,0,238,1,0,0,0
1,148,1,1,871,3,0,0,0
0,168,1,0,719,2,0,0,0
1,100,0,0,427,2,0,0,0
0,0,0,0,26,2,0,0,0
0,47,1,2,135,1,0,0,0
0,0,1,0,768,5,0,0,0
2,399,2,1,370,4,0,0,1
1,290,2,6,1004,4,1,0,1
0,0,0,0,0,0,0,0,0
0,37,2,6,648,6,0,0,0
1,65,3,18,2635,10,2,0,0
5,784,4,4,2247,9,0,2,1
1,13,0,0,61,1,0,0,0
3,251,1,1,1915,7,0,0,1
1,10,0,1,959,3,2,1,0
0,102,0,0,18,1,0,0,0
1,100,4,5,2428,7,0,1,0
0,0,1,2,460,2,2,0,0
1,182,2,2,2252,9,0,0,0
2,373,3,1,2435,6,0,1,1
1,116,2,2,3267,2,0,0,0
5,307,0,0,484,3,0,1,1
2,191,1,0,374,5,0,1,1
0,0,0,0,23,0,0,0,0
0,0,0,0,21,0,0,0,0
0,53,3,2,3464,4,0,0,0
0,0,1,3,4332,7,0,0,0
0,53,1,0,1451,3,0,0,0
0,120,0,1,837,5,0,0,0
0,98,2,0,2445,2,1,0,0
5,525,5,7,3404,4,0,0,1
0,0,2,7,880,12,0,0,0
1,100,1,0,231,5,0,0,0
0,0,0,1,915,3,0,0,0
3,287,0,0,211,1,0,0,1
0,27,0,0,114,4,0,0,0
2,466,12,7,2699,9,0,1,1
1,100,1,1,2430,5,0,0,0
1,100,0,0,1642,7,0,1,0
1,156,2,1,715,2,0,0,0
0,34,0,0,44,2,0,0,0
0,108,0,0,225,3,0,0,0
1,194,0,0,41,2,0,0,0
0,0,1,1,1331,9,0,0,0
4,569,3,7,1614,5,2,1,1
1,100,2,0,2307,4,0,1,0
0,27,0,0,34,2,0,0,0
0,181,1,1,433,3,0,0,0
0,37,2,2,1828,10,0,0,0
2,286,0,0,208,2,0,0,1
0,0,0,0,19,1,0,0,0
4,446,3,8,1622,6,3,1,1
0,0,0,0,200,2,0,0,0
1,42,2,0,1122,4,0,1,0
0,38,0,0,71,4,0,0,0
0,0,0,0,1717,4,0,0,0
1,147,0,0,159,2,0,0,0
2,437,6,3,3872,7,0,0,1
2,123,2,0,2413,4,0,0,1
2,264,2,3,1293,5,0,2,1
0,184,2,0,1635,5,0,0,0
0,0,0,0,381,4,0,0,0
1,146,0,0,1463,8,0,1,0
2,276,0,0,299,2,1,0,1
0,53,0,0,166,2,0,0,0
1,305,3,0,1592,6,0,0,1
0,0,0,0,120,4,0,0,0
4,294,4,2,2144,5,0,1,1
0,0,0,0,74,1,0,0,0
0,0,0,0,909,6,0,0,0
2,117,2,2,2533,4,0,0,1
0,0,4,3,2875,3,1,0,0
2,130,0,1,257,5,0,0,1
1,167,0,0,260,1,0,0,0
0,19,0,0,1316,5,0,0,0
1,148,0,0,372,3,0,0,0
1,330,2,2,1989,7,1,0,1
1,276,3,9,2498,1,0,0,1
1,128,0,0,146,3,0,0,0
0,80,0,1,340,3,0,0,0
0,0,0,2,1592,4,0,0,0
0,0,0,0,27,1,0,0,0
2,229,1,1,1650,4,0,1,1
6,565,4,3,3084,5,0,3,1
1,100,0,0,282,2,0,0,0
6,579,4,2,2338,3,0,2,1
1,155,3,1,691,5,0,0,0
0,0,0,0,54,1,0,0,0
1,190,0,0,1565,8,0,0,0
0,0,0,0,22,0,0,0,0
1,153,5,1,2355,4,0,0,0
1,180,1,0,509,6,0,1,0
0,41,0,0,158,2,0,0,0
0,182,0,0,1726,5,0,0,0
4,456,8,1,2158,7,0,0,1
0,54,0,0,28,2,0,0,0
0,0,1,0,5559,4,0,0,0
4,229,7,4,3095,7,0,0,1
0,67,0,0,1694,6,0,0,0
0,194,3,0,2582,7,0,0,0
1,179,4,5,1868,6,0,1,0
0,0,0,0,0,0,0,0,0
2,408,0,0,2994,3,0,1,1
0,0,0,0,448,3,0,0,0
1,100,0,0,96,4,0,0,0
0,0,0,0,86,2,0,0,0
7,699,3,1,1601,5,0,3,1
0,59,0,0,252,3,0,0,0
0,21,0,0,151,2,0,0,0
0,0,0,0,16,1,0,0,0
7,830,5,6,2661,6,1,1,1
4,350,2,3,2046,5,1,3,1
2,81,1,1,1790,8,0,0,1
0,0,0,0,0,0,0,0,0
0,43,2,0,1332,6,0,0,0
0,53,0,0,23,2,0,0,0
1,182,0,0,1881,4,0,0,0
0,27,6,5,4621,7,0,0,0
0,100,0,0,30,1,0,0,0
0,102,0,0,497,3,0,0,0
0,0,0,0,455,2,0,0,0
0,94,0,0,365,2,0,0,0
1,97,0,0,1118,5,0,0,0
2,409,1,2,717,3,0,0,1
0,0,0,0,93,2,0,0,0
8,1005,2,4,2032,9,1,3,1
0,0,0,0,3548,4,0,0,0
1,445,1,1,2213,4,0,0,1
0,0,1,0,45,2,0,0,0
0,170,0,1,283,2,0,0,0
0,43,0,0,65,1,0,0,0
8,818,0,8,517,2,1,4,1
0,0,0,0,632,5,0,0,0
2,200,0,0,299,3,0,2,1
3,299,4,4,879,9,0,1,1
0,0,0,0,675,2,0,0,0
0,23,0,0,20,2,0,0,0
0,42,1,1,612,6,0,0,0
1,170,0,0,854,7,0,0,0
0,0,0,0,978,7,0,0,0
0,0,0,0,70,3,0,0,0
1,100,0,0,166,4,0,0,0
0,86,1,5,1569,4,0,0,0
2,75,0,0,203,2,0,1,1
0,0,0,0,89,3,0,0,0
1,100,2,1,2905,3,0,1,0
0,0,0,0,306,1,0,0,0
0,73,1,1,1992,6,0,0,0
3,502,2,4,3536,4,0,1,1
0,0,0,0,82,2,0,0,0
4,399,1,2,1287,4,1,0,1
8,818,6,7,2536,6,0,0,1
0,132,2,1,3782,4,0,0,0
0,0,0,0,7,0,0,0,0
1,48,0,0,356,2,0,1,0
0,76,4,7,3666,5,0,0,0
0,34,1,0,452,2,0,0,0
0,127,5,3,5061,2,1,0,0
0,0,0,0,118,0,1,0,0
2,300,2,1,1440,2,0,2,1
1,84,1,6,2092,3,0,0,0
0,52,1,1,912,6,0,0,0
0,0,0,0,40,0,0,0,0
0,55,0,0,232,3,0,0,0
2,415,2,3,3502,4,0,0,1
0,139,0,0,42,2,0,0,0
0,76,1,0,390,1,1,0,0
0,233,0,1,395,3,0,0,0
0,98,0,0,283,2,0,0,0
0,65,1,9,2112,3,0,0,0
0,0,0,0,183,3,0,0,0
2,146,2,2,208,3,0,1,1
0,178,1,1,664,3,0,0,0
0,85,0,0,54,2,0,0,0
5,419,1,1,2363,3,1,3,1
0,143,0,1,1608,3,0,0,0
3,469,4,7,795,6,0,1,1
0,0,0,0,377,2,0,0,0
0,36,0,0,138,1,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,1333,0,0,0,0
1,28,0,1,366,3,0,0,0
1,75,0,0,144,2,0,1,0
0,163,0,0,824,2,0,0,0
0,151,3,1,3915,3,0,0,0
1,130,0,0,188,2,0,0,0
0,0,1,0,1143,3,0,0,0
2,200,0,0,115,1,0,0,1
1,84,3,5,568,3,0,0,0
0,0,0,0,1281,3,0,0,0
8,636,5,7,4070,7,1,3,1
1,113,2,5,2011,11,0,0,0
2,229,0,0,1002,4,0,1,1
3,310,3,0,3161,5,0,1,1
0,0,0,0,22,1,0,0,0
0,100,0,0,128,2,0,0,0
0,43,0,0,74,1,0,0,0
0,81,0,1,802,5,0,0,0
1,180,0,0,25,1,0,0,0
0,123,0,0,151,2,0,0,0
1,166,3,15,2120,2,0,0,0
0,33,0,0,100,2,0,0,0
0,0,0,0,2512,2,0,0,0
0,0,0,0,594,6,0,0,0
2,112,3,1,1939,5,0,0,1
0,154,3,5,1597,9,1,0,0
3,245,1,3,1980,7,2,1,1
4,334,8,2,2644,8,0,0,1
0,0,0,0,0,0,0,0,0
3,275,4,11,2252,6,0,0,1
0,100,0,0,835,3,0,0,0
0,75,0,0,1056,5,0,0,0
1,100,0,1,66,3,0,0,0
2,310,5,7,988,5,1,0,1
1,49,2,0,3109,7,0,0,0
1,11,2,1,2138,7,0,0,0
0,0,1,0,668,2,0,0,0
1,81,1,0,748,3,0,0,0
1,134,2,2,1965,5,1,0,0
1,139,1,1,1280,4,1,1,0
2,317,2,7,1879,4,0,1,1
0,0,0,0,66,1,0,0,0
0,0,0,0,1010,4,0,0,0
2,104,1,1,160,4,0,1,1
11,1096,5,4,2730,6,1,4,1
1,124,2,2,3657,5,0,0,0
0,23,0,0,94,1,0,0,0
0,0,2,1,568,3,0,0,0
0,0,0,0,290,1,0,0,0
0,24,3,1,1970,6,0,0,0
7,1163,6,6,2562,7,0,5,1
0,21,2,5,2557,6,0,0,0
0,0,0,0,56,3,0,0,0
5,394,3,0,805,3,1,1,1
3,363,2,2,704,4,0,1,1
0,0,0,0,311,2,0,0,0
1,51,2,7,473,4,0,0,0
0,52,0,0,41,2,0,0,0
0,1,0,1,902,2,0,0,0
0,43,0,0,463,2,0,0,0
0,24,3,8,1739,2,0,0,0
0,0,0,0,175,6,0,0,0
0,100,4,2,1717,4,0,0,0
0,0,0,0,539,4,0,0,0
1,14,0,0,120,2,0,1,0
2,200,1,0,1409,5,0,0,1
0,0,0,0,29,1,0,0,0
1,228,0,0,218,2,0,0,0
0,23,2,1,3606,6,0,0,0
1,189,0,0,338,3,1,0,0
0,99,0,0,41,1,0,0,0
1,81,1,0,122,3,0,0,0
1,100,0,0,26,1,0,1,0
1,195,2,1,793,5,0,0,0
0,0,0,0,429,0,0,0,0
3,200,1,0,2363,2,0,0,1
0,22,0,0,1298,3,0,0,0
2,195,3,3,1239,5,0,0,1
1,52,0,1,3930,6,1,0,0
6,714,4,8,2891,3,0,3,1
0,0,0,0,94,1,0,0,0
0,18,0,0,96,2,0,0,0
1,97,0,0,6,1,0,0,0
0,0,0,0,5,0,0,0,0
3,180,6,6,2927,5,1,1,1
0,85,0,0,95,2,0,0,0
0,75,1,0,217,7,0,0,0
1,181,0,0,828,5,0,0,0
0,255,3,2,2835,5,0,0,0
0,63,0,0,773,3,0,0,0
2,200,0,0,1034,4,0,1,1
0,60,0,0,282,3,0,0,0
0,0,0,0,43,0,0,0,0
0,0,0,0,3,0,0,0,0
1,95,1,4,667,2,0,1,0
0,51,4,2,1624,6,1,0,0
0,0,0,0,6,1,0,0,0
0,74,0,0,38,1,0,0,0
1,288,3,1,4336,5,0,0,1
2,419,3,1,1817,2,0,0,1
0,0,0,0,317,3,0,0,0
0,90,0,0,1082,4,0,0,0
0,115,0,0,781,4,0,0,0
0,59,0,0,227,3,0,0,0
0,100,0,0,490,4,0,0,0
0,123,0,0,112,2,2,0,0
0,0,0,0,56,2,0,0,0
0,10,0,0,190,1,1,0,0
7,723,1,0,1785,4,2,0,1
3,399,0,0,1668,4,0,0,1
0,0,0,0,9,0,0,0,0
0,158,1,3,300,3,0,0,0
0,75,0,0,225,1,0,0,0
1,141,0,0,116,3,0,0,0
0,37,0,0,20,0,0,0,0
2,220,3,0,1372,2,0,0,1
0,0,0,0,80,3,0,0,0
2,170,3,0,4184,7,0,0,1
0,33,0,0,304,2,0,0,0
1,90,4,21,2387,6,1,0,0
0,0,0,0,122,1,0,0,0
5,520,2,1,1940,9,0,1,1
0,196,2,0,1438,7,0,0,0
1,100,6,10,2410,4,0,0,0
5,664,5,6,3334,4,0,2,1
0,0,0,0,2895,5,1,0,0
0,0,0,0,202,2,0,0,0
0,0,0,0,142,0,0,0,0
3,321,1,0,422,3,0,1,1
0,0,2,1,2102,7,1,0,0
4,393,5,3,1807,7,0,1,1
0,73,0,0,53,1,0,0,0
0,0,0,0,0,0,0,0,0
5,404,5,2,2997,3,1,4,1
0,0,0,0,0,0,0,0,0
0,61,0,0,143,1,0,0,0
1,131,1,3,1680,3,0,0,0
1,163,0,4,141,1,0,0,0
1,79,2,3,1566,4,0,0,0
0,0,0,0,22,1,0,0,0
2,175,5,3,2308,2,0,0,1
4,525,3,1,2515,4,2,3,1
0,0,0,0,1,1,0,0,0
0,118,0,0,201,2,0,0,0
0,0,0,0,22,0,0,0,0
1,100,2,3,2581,2,0,1,0
0,44,0,0,47,2,0,0,0
5,646,5,5,1818,9,1,1,1
12,1052,4,3,2112,5,0,5,1
0,97,0,0,1344,5,0,0,0
0,44,0,1,331,3,0,0,0
1,185,0,0,110,2,0,0,0
5,306,2,6,1642,3,0,2,1
0,99,3,5,1879,10,1,0,0
2,167,2,0,2144,4,0,0,1
0,130,1,2,1312,8,0,0,0
0,23,2,4,2621,6,0,0,0
0,0,0,0,83,2,0,0,0
0,0,5,4,1598,3,0,0,0
0,96,0,0,474,4,0,0,0
0,0,0,0,17,1,0,0,0
0,0,0,0,82,0,0,0,0
3,423,6,4,2697,3,0,0,1
2,230,2,3,1578,3,4,0,1
0,0,2,2,3644,6,0,0,0
1,69,0,0,63,1,0,0,0
1,111,0,0,197,2,0,0,0
4,422,5,1,1698,5,0,3,1
7,723,3,0,2843,6,0,2,1
1,196,0,0,102,2,0,0,0
2,252,2,0,253,3,0,0,1
1,233,1,5,1275,4,0,0,0
0,84,0,0,63,2,0,0,0
3,300,2,0,1156,2,0,1,1
0,0,0,0,992,3,0,0,0
1,126,3,1,3152,6,0,0,0
0,23,0,0,2020,2,0,0,0
0,0,0,0,107,1,0,0,0
1,200,3,3,3115,4,0,0,0
1,100,1,0,901,6,1,0,0
0,0,0,0,6,1,0,0,0
2,104,0,1,698,3,0,0,1
0,22,0,0,2139,5,0,0,0
0,0,0,0,82,1,0,0,0
1,90,0,0,2105,3,0,0,0
1,77,0,0,142,1,0,0,0
0,125,0,0,39,1,0,0,0
1,123,0,0,415,1,0,0,0
4,344,7,2,3034,4,0,0,1
0,0,0,0,234,3,0,0,0
1,177,4,2,1852,6,0,1,0
0,0,0,0,1298,5,0,0,0
1,46,0,0,147,6,0,0,0
0,78,7,10,2658,8,0,0,0
4,466,6,4,2874,7,0,0,1
0,0,0,1,1160,4,0,0,0
0,0,0,0,2047,4,0,0,0
1,192,1,2,1039,3,0,0,0
0,0,2,1,548,4,0,0,0
1,134,1,5,1609,3,0,0,0
0,0,0,0,83,1,0,0,0
1,126,4,1,1522,8,1,0,0
1,99,0,1,88,4,0,1,0
3,390,0,0,1457,5,0,1,1
0,0,0,0,166,1,0,0,0
1,119,2,0,237,3,0,0,0
0,0,0,0,924,3,0,0,0
0,0,0,0,498,6,0,0,0
0,0,0,0,0,1,0,0,0
3,372,0,0,264,2,0,1,1
0,81,0,4,1872,4,0,0,0
0,0,0,0,65,0,0,0,0
0,0,0,0,1564,3,1,0,0
4,660,3,0,2104,5,0,4,1
2,226,0,1,1341,6,0,2,1
0,13,0,0,112,0,0,0,0
2,199,0,1,1214,6,0,0,1
0,156,2,5,170,3,1,0,0
0,118,0,0,194,4,0,0,0
6,482,6,5,2941,9,0,2,1
0,30,1,1,481,2,0,0,0
0,0,0,0,94,3,0,0,0
0,0,0,5,2280,2,0,0,0
1,122,1,0,2009,6,0,1,0
0,0,0,7,302,2,1,0,0
0,0,4,1,2632,5,1,0,0
0,65,1,0,345,3,0,0,0
1,266,1,1,2193,3,0,1,0
1,100,0,0,100,1,0,1,0
0,151,0,0,225,1,0,0,0
0,0,0,0,637,1,0,0,0
1,179,2,2,833,5,0,1,0
0,0,0,0,244,1,0,0,0
0,28,0,1,1148,5,0,0,0
0,0,0,10,215,3,0,0,0
0,140,0,0,1436,3,0,0,0
0,167,2,1,2960,3,1,0,0
0,190,3,2,2344,6,0,0,0
0,0,1,0,1926,4,0,0,0
0,0,0,0,875,6,0,0,0
0,0,0,0,290,2,0,0,0
2,177,1,5,3219,5,0,0,1
0,8,2,0,795,7,0,0,0
2,170,0,0,634,3,0,1,1
2,277,3,3,2743,10,0,0,1
3,296,1,1,578,2,2,0,1
2,242,1,2,442,5,0,1,1
1,100,3,0,1778,6,0,0,0
0,0,0,0,917,7,0,0,0
1,100,2,0,2700,5,0,0,0
2,388,2,2,2029,4,0,1,1
1,262,0,0,1154,3,0,0,0
0,0,0,0,1111,3,0,0,0
0,40,0,0,129,3,0,0,0
2,363,7,5,1974,3,1,2,1
0,0,0,0,126,3,0,0,0
0,0,0,0,34,3,0,0,0
4,254,2,5,1916,2,0,0,1
0,72,0,0,1686,6,0,0,0
1,128,0,0,938,4,0,1,0
0,51,0,0,84,1,0,0,0
0,0,0,0,665,1,0,0,0
0,28,0,1,322,2,0,0,0
0,0,0,0,995,1,0,0,0
1,100,0,1,3723,6,0,0,0
0,29,0,0,357,2,0,0,0
8,908,3,4,1980,9,0,3,1
5,658,3,3,1035,4,0,3,1
0,0,0,0,91,1,0,0,0
0,0,0,0,18,0,0,0,0
1,277,0,0,174,1,0,1,1
1,112,0,1,377,2,0,0,0
0,0,0,0,23,0,0,0,0
2,386,0,2,1471,3,1,0,1
0,247,2,1,1700,7,1,0,0
0,26,0,0,110,3,0,0,0
0,0,0,0,0,2,0,0,0
0,44,0,0,41,1,0,0,0
1,156,4,0,1930,4,0,0,0
1,63,0,1,134,3,0,0,0
0,27,0,0,549,3,0,0,0
1,111,1,2,1981,5,0,0,0
1,100,2,0,87,3,0,0,0
0,0,0,0,63,2,0,0,0
3,151,0,0,2180,3,0,0,1
0,0,0,0,252,2,0,0,0
1,215,5,1,2405,4,1,0,0
0,54,1,0,1919,6,0,0,0
0,160,1,4,2969,4,2,0,0
2,133,2,1,3013,5,0,1,1
0,0,0,0,0,0,0,0,0
1,172,0,0,98,2,0,0,0
0,233,3,3,1170,3,1,0,0
1,85,0,0,326,6,0,0,0
0,0,0,0,140,1,0,0,0
0,0,0,0,156,2,0,0,0
0,91,0,0,3,0,0,0,0
5,666,5,5,4911,8,0,2,1
4,574,5,0,2837,3,1,2,1
1,100,0,0,220,1,0,1,0
1,156,0,0,119,1,0,0,0
0,0,0,0,1125,5,0,0,0
2,253,5,0,1959,10,0,0,1
1,503,0,0,536,4,0,0,1
1,93,2,5,1705,6,1,0,0
0,0,1,0,940,3,0,0,0
0,0,0,0,83,1,0,0,0
0,27,0,0,35,3,0,0,0
1,345,4,1,3223,5,0,1,1
0,115,0,0,1848,3,0,0,0
3,308,3,1,2565,5,1,2,1
0,0,0,0,54,2,0,0,0
1,26,3,3,1786,8,1,0,0
1,251,1,0,520,2,0,1,0
3,338,0,1,1388,4,0,2,1
0,26,0,0,29,1,0,0,0
0,0,0,0,21,2,0,0,0
0,0,0,0,119,3,0,0,0
0,0,0,0,18,1,0,0,0
0,0,0,0,375,5,0,0,0
0,0,1,0,529,6,0,0,0
0,0,6,3,5751,7,1,0,0
1,212,2,2,3047,3,0,0,0
2,249,3,14,2448,6,0,1,1
0,172,0,0,883,4,0,0,0
4,400,3,1,734,4,0,3,1
4,710,5,2,1662,5,1,1,1
2,129,2,1,1108,5,0,1,1
2,170,2,4,1370,5,1,0,1
0,0,0,0,82,1,0,0,0
0,28,1,0,126,2,0,0,0
0,0,0,0,125,2,0,0,0
0,158,0,0,136,3,0,0,0
1,58,0,0,443,5,0,0,0
0,88,1,0,1629,6,0,0,0
0,0,0,0,29,1,0,0,0
1,148,0,1,764,5,0,0,0
1,200,2,1,175,1,1,0,0
0,39,0,0,44,2,0,0,0
1,223,0,0,541,3,0,1,0
0,0,0,0,47,1,0,0,0
5,480,0,0,881,3,0,1,1
2,488,1,2,969,4,0,0,1
0,11,0,0,555,4,0,0,0
0,57,0,0,60,1,0,0,0
0,0,0,0,270,4,0,0,0
1,116,5,0,1961,5,0,0,0
0,0,0,0,2106,3,0,0,0
1,261,5,8,3948,5,0,1,0
0,0,3,0,2055,5,0,0,0
0,80,0,0,15,0,0,0,0
1,122,0,0,609,3,0,0,0
1,100,2,0,68,2,0,1,0
3,421,1,0,3135,7,0,1,1
0,0,2,1,1456,4,0,0,0
0,90,3,4,1540,4,0,0,0
0,0,0,0,2275,6,0,0,0
2,183,0,5,783,3,0,1,1
3,420,5,2,2991,8,0,1,1
1,123,1,7,255,3,1,0,0
0,0,1,1,1073,4,0,0,0
